id_pvt_service,id_pvt_user,fullname_user,name_service,category,experience,type_service,type_cost,cost,type_money,business_days,open,close,country,country_name,state,state_name,city,city_name,description,image,status,date,date_update
SER2657435WFABUBNVIC,US5486463KRGQUFCER,Daniel Larios Benitez,Asesor Humanista,Human Resources,2,other,equipment,924,EUR,"L,Ma,Mi,J",09:00,16:00,10,NULL,212,NULL,6498,NULL,Buscamos el mejor desarrollo personal de nuestros clientes,20.jpg,Active,2015-08-09 10:50:00,2015-08-09 10:50:00
SER4580901HXGODLWVIC,US8006640EVEQZISER,Hanna Lucas Sandoval,Asesor Humanista,Human Resources,4,face to face,equipment,4154,MXN,L,14:00,21:00,10,NULL,212,NULL,6498,NULL,Buscamos el mejor desarrollo personal de nuestros clientes,11.jpg,Active,2015-08-10 10:50:00,2015-08-10 10:50:00
SER5354726EETKXMTVIC,US5799785HLGGAMVER,German Larios Islas,Asesor Humanista,Human Resources,5,in situ,day,1381,EUR,Ma,08:00,15:00,10,NULL,212,NULL,6498,NULL,Buscamos el mejor desarrollo personal de nuestros clientes,9.jpg,Active,2015-08-11 10:50:00,2015-08-11 10:50:00
SER8786685OHNZSZOVIC,US3511861KENXTXVER,Eduardo Jimenez Larios,Asesor Humanista,Human Resources,3,in situ,day,3844,EUR,Mi,07:00,14:00,10,NULL,212,NULL,6498,NULL,Buscamos el mejor desarrollo personal de nuestros clientes,15.jpg,Active,2015-08-12 10:50:00,2015-08-12 10:50:00
SER9202048LLYYJYOVIC,US8251811QPJGSGZER,Tania Baron Sanchez,Asesor Humanista,Human Resources,5,all,fifteen days,1212,EUR,J,12:00,19:00,10,NULL,212,NULL,6498,NULL,Buscamos el mejor desarrollo personal de nuestros clientes,18.jpg,Active,2015-08-13 10:50:00,2015-08-13 10:50:00
SER9676486RSSXKLLVIC,US7509147GUWMBTGER,German Duarte Larios,Asesor Humanista,Human Resources,4,other,equipment,2591,USD,S,09:00,16:00,10,NULL,212,NULL,6498,NULL,Buscamos el mejor desarrollo personal de nuestros clientes,15.jpg,Active,2015-08-14 10:50:00,2015-08-14 10:50:00
SER1689570CSPPLEZVIC,US6162916WOYUQOXER,Alejandra Avila Britos,Campanias LEA,Marketing,1,from distance,repair,4519,MXN,D,07:00,14:00,10,NULL,212,NULL,6498,NULL,Crea la mejor campania y llega a mas clientes,8.jpg,Active,2015-08-15 10:50:00,2015-08-15 10:50:00
SER3518399KRKXHUGVIC,US9141730ORVYUDLER,Charly Fernandez Ospina,Chef,Gastronomy,1,in situ,day,7908,USD,"L,Mi",13:00,20:00,10,NULL,212,NULL,6498,NULL,Preparacion de alimentos tipo gourmet,3.jpg,Active,2015-08-16 10:50:00,2015-08-16 10:50:00
SER1758633KHGFMYNVIC,US7425405DLWIUQUER,Perla Perez Sandoval,Chef de Postres,Gastronomy,5,in situ,workingDay,8232,USD,"L,Ma",09:00,16:00,10,NULL,212,NULL,6498,NULL,Se preparan los mejores postres para cualquier tipo de evento,1.jpg,Active,2015-08-17 10:50:00,2015-08-17 10:50:00
SER2480940MPKZYSRVIC,US5415089JNDKJSRER,Kevin Salas Oca,Chef de Postres,Gastronomy,4,office,contract,1318,USD,"L,J",10:00,17:00,10,NULL,212,NULL,6498,NULL,Se preparan los mejores postres para cualquier tipo de evento,3.jpg,Active,2015-08-18 10:50:00,2015-08-18 10:50:00
SER9937240INWEKZDVIC,US5849165FRYYOFBER,Nicole Ramirez Lima,Chef de Postres,Gastronomy,4,office,week,9598,MXN,"L,V",12:00,19:00,10,NULL,212,NULL,6498,NULL,Se preparan los mejores postres para cualquier tipo de evento,17.jpg,Active,2015-08-19 10:50:00,2015-08-19 10:50:00
SER3207034DKYBEPDVIC,US2390173ZZOFETIER,Nicole Otero Briones,Clases de Salsa,Healthy,1,office,week,483,MXN,"L,S",12:00,19:00,10,NULL,212,NULL,6498,NULL,Las mejores clases de salsa desde principiante hasta experto.,19.jpg,Active,2015-08-20 10:50:00,2015-08-20 10:50:00
SER7651686QJPHFYVVIC,US8239802FYLJXCTER,Kevin Peralta Beltran,Clases de Salsa,Healthy,3,all,week,4456,USD,"L,D",16:00,23:00,10,NULL,212,NULL,6498,NULL,Las mejores clases de salsa desde principiante hasta experto.,15.jpg,Active,2015-08-21 10:50:00,2015-08-21 10:50:00
SER5799725IFJHLDAVIC,US5875753ZXOCJOSER,Grecia Bolanos Puebla,Cocinera para Eventos,Gastronomy,4,office,day,1481,EUR,"Ma,Mi",07:00,14:00,10,NULL,212,NULL,6498,NULL,Cualquier tipo de comida para cualquier evento,3.jpg,Active,2015-08-22 10:50:00,2015-08-22 10:50:00
SER3078709MXZPQGHVIC,US5061044DLVQNRCER,Teresa Hernandez Britos,Contador,Accounting,1,other,fifteen days,7676,EUR,"L,Ma,Mi,J,V",16:00,23:00,10,NULL,212,NULL,6498,NULL,Contador privado,19.jpg,Active,2015-08-23 10:50:00,2015-08-23 10:50:00
SER6541531NSKBLLUVIC,US3390168BCUZNPWER,Wanda Lucas Alvarez,Contador Publico,Accounting,1,face to face,day,3584,MXN,"L,Ma,Mi,J,V,S",16:00,23:00,10,NULL,212,NULL,6498,NULL,Se asesora en los gastos familiares asi como para pequenias empresas,6.jpg,Active,2015-08-24 10:50:00,2015-08-24 10:50:00
SER8662327OCMDPVQVIC,US9153126IVESAYMER,Sara Prado Larios,Contador Publico,Accounting,3,office,repair,4092,MXN,"L,Ma,Mi,J,V,S,D",12:00,19:00,10,NULL,212,NULL,6498,NULL,Se asesora en los gastos familiares asi como para pequenias empresas,18.jpg,Active,2015-08-25 10:50:00,2015-08-25 10:50:00
SER2636399FZABRJRVIC,US5740568IUBSSCWER,Federico Martinez Larios,Contratista de Personas,Human Resources,3,office,month,6640,EUR,"L,Ma,Mi,J,V,S,D",13:00,20:00,10,NULL,212,NULL,6498,NULL,Se contratan a personas de acuerdo a las necesidades de la empresa,10.jpg,Active,2015-08-26 10:50:00,2015-08-26 10:50:00
SER7946243GKMMXZRVIC,US5601101UHPFSSGER,Rosemarie Larios Benitez,Contratista de Personas,Human Resources,1,from distance,week,6340,USD,"L,Ma,Mi,J,V,S,D",11:00,18:00,10,NULL,212,NULL,6498,NULL,Se contratan a personas de acuerdo a las necesidades de la empresa,4.jpg,Active,2015-08-27 10:50:00,2015-08-27 10:50:00
SER1153867TLDXNBSVIC,US9442045BXIAWDBER,Charly Alvarez Rafael,Couch de Fitness,Healthy,4,all,project,6878,USD,"L,Ma,Mi,J,V,S,D",13:00,20:00,10,NULL,212,NULL,6498,NULL,Couch para entrenamiento,16.jpg,Active,2015-08-28 10:50:00,2015-08-28 10:50:00
SER3629395UBKFWAEVIC,US8809242XKKOJRGER,Paola Montalvo Juarez,Couch de Fitness,Healthy,5,from distance,week,7105,MXN,"L,Ma,Mi,J,V,S,D",10:00,17:00,10,NULL,212,NULL,6498,NULL,Couch para entrenamiento,15.jpg,Active,2015-08-29 10:50:00,2015-08-29 10:50:00
SER2373234SJQIEMIVIC,US3842589SKZLUUAER,Tony Larios Sandoval,Disenador de Interiores,Creative,4,all,equipment,207,USD,"L,Ma,Mi,J,V,S,D",10:00,17:00,10,NULL,212,NULL,6498,NULL,Se disenan interiores para tener un mejor espacio,10.jpg,Active,2015-08-30 10:50:00,2015-08-30 10:50:00
SER3913418TVEXJMCVIC,US5755311PAGGIMEER,Perla Sandoval Perez,Disenador de Interiores,Creative,2,face to face,month,2238,EUR,"L,Ma,Mi,J,V,S,D",10:00,17:00,10,NULL,212,NULL,6498,NULL,Se disenan interiores para tener un mejor espacio,20.jpg,Active,2015-08-31 10:50:00,2015-08-31 10:50:00
SER2327959ZXCXIYFVIC,US7053046IMROXBTER,Esteban Montalvo Fernandez,Disenadores OTRE,Marketing,5,all,project,9620,EUR,"L,Ma,Mi,J,V,S,D",12:00,19:00,10,NULL,212,NULL,6498,NULL,Crea tu logo,18.jpg,Active,2015-09-01 10:50:00,2015-09-01 10:50:00
SER4888483BKIKRFGVIC,US6444645RKRMMXFER,Carolina Lima Jimenez,Diseno de Muebles,Manufacturing,4,from distance,week,378,USD,"L,Ma,Mi,J,V,S,D",13:00,20:00,10,NULL,212,NULL,6498,NULL,Se disenian y manufacturan muebles en aluminio y acero inoxidable,16.jpg,Active,2015-09-02 10:50:00,2015-09-02 10:50:00
SER2035795WSGFTZVVIC,US4175226MAYQLEHER,Paola Bolanos Tijeras,Doctor Simons,Health Sector,5,all,workingDay,5501,EUR,"L,Ma,Mi,J,V,S,D",10:00,17:00,10,NULL,212,NULL,6498,NULL,Consultas medicas,12.jpg,Active,2015-09-03 10:50:00,2015-09-03 10:50:00
SER2738685YOKKIRVVIC,US2104934OIGBCQWER,Martha Montreal Juarez,Doctor Simons,Health Sector,4,office,repair,6135,EUR,"L,Ma,Mi,J,V,S,D",08:00,15:00,10,NULL,212,NULL,6498,NULL,Consultas medicas,4.jpg,Active,2015-09-04 10:50:00,2015-09-04 10:50:00
SER7830238BOGNKOBVIC,US6695244POCFEPTER,Vince Hernandez Jerez,Doctor Simons,Health Sector,1,from distance,week,2827,USD,"L,Ma,Mi,J,V,S,D",08:00,15:00,10,NULL,212,NULL,6498,NULL,Consultas medicas,5.jpg,Active,2015-09-05 10:50:00,2015-09-05 10:50:00
SER9107537DOLCAWSVIC,US7311238QTZSSFZER,Juan Martinez Prado,Doctor Simons,Health Sector,1,office,workingDay,1232,MXN,"L,Ma,Mi,J,V,S,D",11:00,18:00,10,NULL,212,NULL,6498,NULL,Consultas medicas,17.jpg,Active,2015-09-06 10:50:00,2015-09-06 10:50:00
SER6362673GYGAJCUVIC,US6757738JZLDMYVER,Alejandro Jerez Mejia,Doctores CAMP,Health Sector,4,in situ,hour,9785,MXN,"L,Ma,Mi,J,V,S,D",09:00,16:00,10,NULL,212,NULL,6498,NULL,Te atendemos como te mereces,8.jpg,Active,2015-09-07 10:50:00,2015-09-07 10:50:00
SER8447150PQREIQBVIC,US9290816LDYLNZOER,Ana Molina Jerez,Doctores CAMP,Health Sector,4,all,equipment,6684,EUR,"L,Ma,Mi,J,V,S,D",15:00,22:00,10,NULL,212,NULL,6498,NULL,Te atendemos como te mereces,17.jpg,Active,2015-09-08 10:50:00,2015-09-08 10:50:00
SER9930573VLXIOTGVIC,US2084830QJBVNMHER,Rebecca Lima Hernandez,Doctores CAMP,Health Sector,5,face to face,hour,6420,MXN,"L,Ma,Mi,J,V,S,D",16:00,23:00,10,NULL,212,NULL,6498,NULL,Te atendemos como te mereces,14.jpg,Active,2015-09-09 10:50:00,2015-09-09 10:50:00
SER2401939WUNLLZAVIC,US3035417NFZKWLSER,Pedro Oca Montes,Enfermera,Health Sector,5,office,contract,2941,EUR,"L,Ma,Mi,J,V",07:00,14:00,10,NULL,212,NULL,6498,NULL,Se cuidan adultos de la tercera edad,20.jpg,Active,2015-09-10 10:50:00,2015-09-10 10:50:00
SER2743656JCMMDNJVIC,US8406294OFJENJQER,Enrique Avila Martinez,Enfermera,Health Sector,5,other,project,851,MXN,"L,Ma,Mi,J,V",10:00,17:00,10,NULL,212,NULL,6498,NULL,Se cuidan adultos de la tercera edad,9.jpg,Active,2015-09-11 10:50:00,2015-09-11 10:50:00
SER5262933GUEKJIRVIC,US6859676AYAWFRCER,Andrea Sanchez Ospina,Enfermera,Health Sector,4,from distance,week,5846,EUR,"L,Ma,Mi,J,V",08:00,15:00,10,NULL,212,NULL,6498,NULL,Se cuidan adultos de la tercera edad,19.jpg,Active,2015-09-12 10:50:00,2015-09-12 10:50:00
SER3221485MFOAGRPVIC,US4005397UTGZIXZER,Dionisio Puebla Oca,Guia Turista,Tourism,4,face to face,workingDay,9606,EUR,"L,Ma,Mi,J,V",16:00,23:00,10,NULL,212,NULL,6498,NULL,Guia en el estado de Cancun,10.jpg,Active,2015-09-13 10:50:00,2015-09-13 10:50:00
SER3557000SYGZRVFVIC,US3724840AENQEEVER,Patricia Leon Ortega,Guia Turista,Tourism,4,all,month,3655,MXN,"L,Ma,Mi,J,V",08:00,15:00,10,NULL,212,NULL,6498,NULL,Guia en el estado de Cancun,6.jpg,Active,2015-09-14 10:50:00,2015-09-14 10:50:00
SER4531840MZSGVUMVIC,US3593779SVICYPJER,Victor Molina Lozada,Guia Turista,Tourism,3,all,week,1499,MXN,"L,Ma,Mi,J,V",07:00,14:00,10,NULL,212,NULL,6498,NULL,Guia en el estado de Cancun,14.jpg,Active,2015-09-15 10:50:00,2015-09-15 10:50:00
SER5268467BLEBZERVIC,US9828794TDRETFGER,Esteban Islas Ortega,Guia Turista,Tourism,2,other,equipment,1159,USD,"L,Ma,Mi,J,V",14:00,21:00,10,NULL,212,NULL,6498,NULL,Guia en el estado de Cancun,17.jpg,Active,2015-09-16 10:50:00,2015-09-16 10:50:00
SER8950732GFEYUVBVIC,US3666352SQEYOJWER,Azuzena Garza Prado,Guia Turista,Tourism,4,from distance,fifteen days,6274,USD,"L,Ma,Mi,J,V",14:00,21:00,10,NULL,212,NULL,6498,NULL,Guia en el estado de Cancun,18.jpg,Active,2015-09-17 10:50:00,2015-09-17 10:50:00
SER9713796PETELBAVIC,US2036395IWPJNNQER,Diana Rafael Lozada,Ingeniero Aeronautico,Engineering,3,all,hour,7570,USD,"L,Ma,Mi,J,V",09:00,16:00,10,NULL,212,NULL,6498,NULL,Asesor para el area aeronautica,12.jpg,Active,2015-09-18 10:50:00,2015-09-18 10:50:00
SER2541352JYSAJTKVIC,US9916203DBFZFMDER,Andrea Rafael Britos,Maestro de Ingles,Education,5,other,workingDay,1790,USD,"L,Ma,Mi,J,V",12:00,19:00,10,NULL,212,NULL,6498,NULL,Clases de ingles niveles A1 A2 Y B4,15.jpg,Active,2015-09-19 10:50:00,2015-09-19 10:50:00
SER4124996GKUIGMCVIC,US2179805RBQFKXAER,Wanda Ceballos Baron,Maestro de Ingles,Education,5,all,contract,3243,USD,"L,Ma,Mi,J,V",09:00,16:00,10,NULL,212,NULL,6498,NULL,Clases de ingles niveles A1 A2 Y B7,20.jpg,Active,2015-09-20 10:50:00,2015-09-20 10:50:00
SER7183518CLDGOMVVIC,US7614006KXRTBQPER,Victor Ceballos Bolanos,Maestro de Ingles,Education,4,other,contract,7478,EUR,"L,Ma,Mi,J,V,S",11:00,18:00,10,NULL,212,NULL,6498,NULL,Clases de ingles niveles A1 A2 Y B15,2.jpg,Active,2015-09-21 10:50:00,2015-09-21 10:50:00
SER9670138VZXTAELVIC,US6829363OYZQPYZER,Federico Sanchez Molina,Maestro de Ingles,Education,5,all,repair,1906,MXN,"L,Ma,Mi,J,V,S",14:00,21:00,10,NULL,212,NULL,6498,NULL,Clases de ingles niveles A1 A2 Y B34,20.jpg,Active,2015-09-22 10:50:00,2015-09-22 10:50:00
SER9140776XQBLCPHVIC,US6376331UKSDYGIER,Eduardo Benitez Perez,Maestro de Matematicas,Education,5,in situ,project,5166,USD,"L,Ma,Mi,J,V,S",07:00,14:00,10,NULL,212,NULL,6498,NULL,Recuperacion en el ambito matematico,15.jpg,Active,2015-09-23 10:50:00,2015-09-23 10:50:00
SER2846048OLDRFXJVIC,US3528843ANYPEWHER,Dennis Larios Puebla,Mantenimiento SERT,Technology,5,office,workingDay,6834,EUR,"L,Ma,Mi,J,V,S",13:00,20:00,10,NULL,212,NULL,6498,NULL,Cualquier mantenimiento a dispositivos electronicos,4.jpg,Active,2015-09-24 10:50:00,2015-09-24 10:50:00
SER4528882MEQQCGDVIC,US2513296TRRRCINER,Tania Ramirez Prado,Mantenimiento SERT,Technology,1,office,repair,9383,USD,"L,Ma,Mi,J,V,S",08:00,15:00,10,NULL,212,NULL,6498,NULL,Cualquier mantenimiento a dispositivos electronicos,20.jpg,Active,2015-09-25 10:50:00,2015-09-25 10:50:00
SER1735713FIHDOUMVIC,US4880826JHQFFNTER,Irma Prado Castillo,Manufactura de Partes de Vehic,Manufacturing,3,all,workingDay,4243,MXN,"L,Ma,Mi,J,V,S",16:00,23:00,10,NULL,212,NULL,6498,NULL,Cualquier parte de vehiculo se manufactura,17.jpg,Active,2015-09-26 10:50:00,2015-09-26 10:50:00
SER4160996XEPDHAOVIC,US9190888UKTPWRWER,Paula Lozada Ledezma,Manufactura de Partes de Vehic,Manufacturing,3,all,workingDay,1515,EUR,"L,Ma,Mi,J,V,S",10:00,17:00,10,NULL,212,NULL,6498,NULL,Cualquier parte de vehiculo se manufactura,20.jpg,Active,2015-09-27 10:50:00,2015-09-27 10:50:00
SER7259765BTIKVADVIC,US1901554EYEKXRVER,Alejandra Puebla Lainez,Manufactura de Partes de Vehic,Manufacturing,5,in situ,hour,5422,EUR,"L,Ma,Mi,J,V,S",14:00,21:00,10,NULL,212,NULL,6498,NULL,Cualquier parte de vehiculo se manufactura,8.jpg,Active,2015-09-28 10:50:00,2015-09-28 10:50:00
SER1701969HXFKFEWVIC,US4519937BMYZWCFER,Martin Perez Montreal,Manufactura de repisas,Manufacturing,1,in situ,week,2728,MXN,"L,Ma,Mi,J,V,S",14:00,21:00,10,NULL,212,NULL,6498,NULL,Se manufacturan repisas,19.jpg,Active,2015-09-29 10:50:00,2015-09-29 10:50:00
SER9923829IIZTYLHVIC,US2618828XRDVRZVER,Nicole Larios Sandoval,Manufactura de repisas,Manufacturing,4,all,equipment,8617,EUR,"L,Ma,Mi,J,V,S",13:00,20:00,10,NULL,212,NULL,6498,NULL,Se manufacturan repisas,4.jpg,Active,2015-09-30 10:50:00,2015-09-30 10:50:00
SER5705613WBZGQMKVIC,US7865371JGVLHYFER,Sam Larios Larios,Marketing OSEA,Marketing,2,from distance,contract,4855,MXN,"L,Ma,Mi,J,V,S",08:00,15:00,10,NULL,212,NULL,6498,NULL,Se crean campanias online y fisicas,19.jpg,Active,2015-10-01 10:50:00,2015-10-01 10:50:00
SER7055924URYEWAAVIC,US3461785TMNGXOIER,Sofia Martinez Montes,Marketing OSEA,Marketing,5,from distance,repair,8222,USD,"L,Ma,Mi",09:00,16:00,10,NULL,212,NULL,6498,NULL,Se crean campanias online y fisicas,8.jpg,Active,2015-10-02 10:50:00,2015-10-02 10:50:00
SER7533826ZACUVLQVIC,US2207539DNOBSKTER,Fernanda Tijeras Castillo,Marketing OSEA,Marketing,4,in situ,day,3387,EUR,"L,Ma,Mi,J",13:00,20:00,10,NULL,212,NULL,6498,NULL,Se crean campanias online y fisicas,8.jpg,Active,2015-10-03 10:50:00,2015-10-03 10:50:00
SER8054357XFDBVMYVIC,US5786014BDXTKGBER,Ariadna Baron Alvarez,Marketing OSEA,Marketing,4,from distance,contract,3546,USD,L,13:00,20:00,10,NULL,212,NULL,6498,NULL,Se crean campanias online y fisicas,2.jpg,Active,2015-10-04 10:50:00,2015-10-04 10:50:00
SER1696608WXNUHNHVIC,US6663862YVRTMXRER,Fatima Bolanos Fernandez,Pintor,Creative,3,face to face,week,8542,USD,Ma,13:00,20:00,10,NULL,212,NULL,6498,NULL,Pintor de retratos,17.jpg,Active,2015-10-05 10:50:00,2015-10-05 10:50:00
SER3076056PCVXNLKVIC,US8022737YCNRKMWER,Julia Lozada Jerez,Reparador de Celulares,Technology,4,other,hour,3698,EUR,Mi,09:00,16:00,10,NULL,212,NULL,6498,NULL,Compostura y flexeo de celulares,15.jpg,Active,2015-10-06 10:50:00,2015-10-06 10:50:00
SER4352893PVVHOWPVIC,US1266848VPCQTHLER,Beto Lima Ledezma,Reparador de Celulares,Technology,5,other,project,8055,USD,J,14:00,21:00,10,NULL,212,NULL,6498,NULL,Compostura y flexeo de celulares,16.jpg,Active,2015-10-07 10:50:00,2015-10-07 10:50:00
SER6398239ITYTHHPVIC,US2549218XRWXAIFER,Paola Montes Fernandez,Reparador de Celulares,Technology,4,other,project,8235,MXN,S,09:00,16:00,10,NULL,212,NULL,6498,NULL,Compostura y flexeo de celulares,3.jpg,Active,2015-10-08 10:50:00,2015-10-08 10:50:00
SER8228542ACMPTKSVIC,US5503885IVLEPGDER,Jose Ortega Huerta,Soporte para Call Centers,Technology,3,from distance,hour,8593,USD,D,12:00,19:00,10,NULL,212,NULL,6498,NULL,Reparacion y Mantenimiento a Call Centers.,18.jpg,Active,2015-10-09 10:50:00,2015-10-09 10:50:00
SER4877865QJJAHCZVIC,US3501514TYIYGUGER,Oscar Fernandez Ramirez,Taxi 24/7,Transport,5,other,repair,2086,USD,"L,Mi",10:00,17:00,10,NULL,212,NULL,6498,NULL,Transporte a toda hora.,17.jpg,Active,2015-10-10 10:50:00,2015-10-10 10:50:00
SER5582973VJRIUKFVIC,US6198430TCDGNKTER,Jesus Duarte Oca,Taxi 24/7,Transport,4,all,repair,9633,MXN,"L,Ma",14:00,21:00,10,NULL,212,NULL,6498,NULL,Transporte a toda hora.,20.jpg,Active,2015-10-11 10:50:00,2015-10-11 10:50:00
SER6237443WTUFJNWVIC,US4114231RCGMLVBER,Hugo Ospina Juarez,Taxi 24/7,Transport,1,face to face,project,2789,MXN,"L,J",09:00,16:00,10,NULL,212,NULL,6498,NULL,Transporte a toda hora.,18.jpg,Active,2015-10-12 10:50:00,2015-10-12 10:50:00
SER5600256CRPKUWIVIC,US9307636BHSQDOCER,Lisa Sanchez Montes,Taxi nocturno,Transport,1,all,fifteen days,1071,USD,"L,V",07:00,14:00,10,NULL,212,NULL,6498,NULL,el mejor transporte disponible en las noches,17.jpg,Active,2015-10-13 10:50:00,2015-10-13 10:50:00
SER8490252QAVBVSUVIC,US1810588LHAAIHMER,Rose Molina Puebla,Transporte de Mercancia,Transport,3,face to face,month,5049,USD,"L,S",16:00,23:00,10,NULL,212,NULL,6498,NULL,Transporte de mercancias no mayores a 5 Toneladas,8.jpg,Active,2015-10-14 10:50:00,2015-10-14 10:50:00
SER3660308UJSFMWAVIC,US1453673FTZFZOOER,Oscar Huerta Martinez,Ventas de Inmuebles,Sales,3,from distance,week,248,MXN,"L,D",09:00,16:00,10,NULL,212,NULL,6498,NULL,Se asesora y se venden cualquier tipo de inmueble,6.jpg,Active,2015-10-15 10:50:00,2015-10-15 10:50:00
SER7734443LQZMIIVVIC,US1260266XXGIQACER,Carla Montalvo Montes,Ventas de Inmuebles,Sales,1,office,contract,4158,USD,"Ma,Mi",07:00,14:00,10,NULL,212,NULL,6498,NULL,Se asesora y se venden cualquier tipo de inmueble,5.jpg,Active,2015-10-16 10:50:00,2015-10-16 10:50:00
SER3631403CFUAKVDVIC,US4092863ZWAMZNKER,Hanna Perez Huerta,Veterianio Emma,Veterinary,2,office,repair,1463,EUR,"L,Ma,Mi",07:00,14:00,10,NULL,212,NULL,6498,NULL,Se auxilia a cualquier animalito,4.jpg,Active,2015-10-17 10:50:00,2015-10-17 10:50:00
SER5711234OUYKXRIVIC,US2605179TEUWNGIER,Armando Martinez Lucas,Veterinaria Angeles,Veterinary,1,face to face,repair,9329,USD,"L,Ma,Mi,J",08:00,15:00,10,NULL,212,NULL,6498,NULL,Veterinaria abierta las 24 horas,16.jpg,Active,2015-10-18 10:50:00,2015-10-18 10:50:00
SERGUPZFTN6ZCBI7ZVIC,US0011223AAABBCCER,Jose Ivan Martinez,Maestro Aerodinamica,Engineering,2,NULL,hour,200,MXN,L,09:00,12:00,75,NULL,1181,NULL,NULL,NULL,Maestro en aerodinamica nivel licenciatura,7.jpg,Active,2015-10-19 10:50:00,2015-10-19 10:50:00
SER3528389BGBZRSKVIC,US8390381ZVRKVOQER,Ana Lainez Martinez,Abogado,Laws,2,face to face,contract,9291,USD,Ma,15:00,22:00,142,NULL,2436,NULL,27795,NULL,Abogado privado,7.jpg,Active,2015-10-20 10:50:00,2015-10-20 10:50:00
SER4098799RHCSEECVIC,US4251656QNTIMLDER,Ramiro Leon Alvarez,Abogado,Laws,5,face to face,contract,3777,EUR,Mi,16:00,23:00,142,NULL,2436,NULL,27795,NULL,Abogado privado,15.jpg,Active,2015-10-21 10:50:00,2015-10-21 10:50:00
SER8189587UQTJLKQVIC,US8672872ZZYEUKZER,Saul Peralta Duarte,Abogado,Laws,5,all,month,9393,EUR,J,09:00,16:00,142,NULL,2436,NULL,27795,NULL,Abogado privado,2.jpg,Active,2015-10-22 10:50:00,2015-10-22 10:50:00
SER1459858ODAPRRXVIC,US2836874NQVJALAER,Carmen Montalvo Otero,Abogado Familiar,Laws,3,from distance,repair,2324,EUR,S,11:00,18:00,142,NULL,2436,NULL,27795,NULL,Se asesora y se toman casos en el ambito familiar.,16.jpg,Active,2015-10-23 10:50:00,2015-10-23 10:50:00
SER4310131CSVVURRVIC,US7149436RWALRXGER,Cindy Bolanos Hernandez,Administracion de Bienes Mater,Management,3,other,week,310,EUR,D,07:00,14:00,142,NULL,2436,NULL,27795,NULL,Se administran los bienes familiares.,19.jpg,Active,2015-10-24 10:50:00,2015-10-24 10:50:00
SER5919807ZKNHCMAVIC,US3421933WUNHCZQER,Dionisio Briones Jimenez,Administracion de Bienes Mater,Management,4,from distance,month,8840,MXN,"L,Mi",13:00,20:00,142,NULL,2436,NULL,27795,NULL,Se administran los bienes familiares.,20.jpg,Active,2015-10-25 10:50:00,2015-10-25 10:50:00
SER4022640ACXBGUVVIC,US9092972EMXUZPQER,Gabriela Lima Ortega,Administracion de Negocios,Management,2,all,equipment,9676,EUR,"L,Ma",12:00,19:00,142,NULL,2436,NULL,27795,NULL,Se administran negocios pequenos y en vias de crecimiento,5.jpg,Active,2015-10-26 10:50:00,2015-10-26 10:50:00
SER4734666COBSWHRVIC,US5872245NHZBGNMER,Oscar Prado Lucas,Administracion de Negocios,Management,2,all,equipment,3338,EUR,"L,J",10:00,17:00,142,NULL,2436,NULL,27795,NULL,Se administran negocios pequenos y en vias de crecimiento,15.jpg,Active,2015-10-27 10:50:00,2015-10-27 10:50:00
SER8387595PRJIWZJVIC,US3562709KUIZBBIER,Perla Briones Hernandez,Administracion de Negocios,Management,4,face to face,workingDay,1675,USD,"L,V",08:00,15:00,142,NULL,2436,NULL,27795,NULL,Se administran negocios pequenos y en vias de crecimiento,12.jpg,Active,2015-10-28 10:50:00,2015-10-28 10:50:00
SER3198254MHBAXZHVIC,US7995974ZBDBZMVER,Carolina Britos Briones,Arquitectos OLAB,Architecture,5,all,repair,9923,USD,"L,S",14:00,21:00,142,NULL,2436,NULL,27795,NULL,Planos para casas o empresas tanto exteriores como interiores,7.jpg,Active,2015-10-29 10:50:00,2015-10-29 10:50:00
SER5969137MJQADCYVIC,US7471201FWRYDRBER,Gabriela Larios Ramirez,Arquitectos OLAB,Architecture,2,office,workingDay,4618,USD,"L,D",07:00,14:00,142,NULL,2436,NULL,27795,NULL,Planos para casas o empresas tanto exteriores como interiores,10.jpg,Active,2015-10-30 10:50:00,2015-10-30 10:50:00
SER9448073QGIUEUJVIC,US5434508LFRPCUWER,Dionisio Lozada Duarte,Arquitectos OLAB,Architecture,3,face to face,repair,6654,MXN,"Ma,Mi",15:00,22:00,142,NULL,2436,NULL,27795,NULL,Planos para casas o empresas tanto exteriores como interiores,7.jpg,Active,2015-10-31 10:50:00,2015-10-31 10:50:00
SER3905028QGLBSXZVIC,US9239528JDALKANER,Beto Peralta Mejia,Asesor Administrativo,Management,2,all,workingDay,5536,MXN,"L,Ma,Mi",07:00,14:00,142,NULL,2436,NULL,27795,NULL,Se asesora en el ambito administrativo,5.jpg,Active,2015-11-01 10:50:00,2015-11-01 10:50:00
SER4293919ZGBKJYCVIC,US6428616FZNOSUAER,Sebastian Tijeras Bolanos,Asesor Administrativo,Management,1,in situ,hour,4219,MXN,"L,Ma,Mi,J",07:00,14:00,142,NULL,2436,NULL,27795,NULL,Se asesora en el ambito administrativo,19.jpg,Active,2015-11-02 10:50:00,2015-11-02 10:50:00
